file Name	Average_Major Axis Length	Average_Minor Axis Length	Average_ratio of major to minor axis length	Average_Nuclear Area	Average_minimum distance to neighboring cells	Average_maximum distance to neighboring cells	Average_mean distance to neighboring cells	R_Average	G_Average	B_Average	variance_Major Axis Length	variance_Minor Axis Length	variance_ratio of major to minor axis length	variance_Nuclear Area	variance_minimum distance to neighboring cells	variance_maximum distance to neighboring cells	variance_mean distance to neighboring cells	variance_R	variance_G	variance_B	stdev_Major Axis Length	stdev_Minor Axis Length	stdev_ratio of major to minor axis length	stdev_Nuclear Area	stdev_minimum distance to neighboring cells	stdev_maximum distance to neighboring cells	stdev_mean distance to neighboring cells	stdev_R	stdev_G	stdev_B	skewness_Major Axis Length	skewness_Minor Axis Length	skewness_ratio of major to minor axis length	skewness_Nuclear Area	skewness_minimum distance to neighboring cells	skewness_maximum distance to neighboring cells	skewness_mean distance to neighboring cells	skewness_R	skewness_G	skewness_B	kurtosis_Major Axis Length	kurtosis_Minor Axis Length	kurtosis_ratio of major to minor axis length	kurtosis_Nuclear Area	kurtosis_minimum distance to neighboring cells	kurtosis_maximum distance to neighboring cells	kurtosis_mean distance to neighboring cells	kurtosis_R	kurtosis_G	kurtosis_B	entropy_Major Axis Length	entropy_Minor Axis Length	entropy_ratio of major to minor axis length	entropy_Nuclear Area	entropy_minimum distance to neighboring cells	entropy_maximum distance to neighboring cells	entropy_mean distance to neighboring cells	entropy_R	entropy_G	entropy_B	Major Axis Length Bin 1	Major Axis Length Bin 2	Major Axis Length Bin 3	Major Axis Length Bin 4	Major Axis Length Bin 5	Minor Axis Length Bin 1	Minor Axis Length Bin 2	Minor Axis Length Bin 3	Minor Axis Length Bin 4	Minor Axis Length Bin 5	ratio of major to minor axis length Bin 1	ratio of major to minor axis length Bin 2	ratio of major to minor axis length Bin 3	ratio of major to minor axis length Bin 4	ratio of major to minor axis length Bin 5	Nuclear Area Bin 1	Nuclear Area Bin 2	Nuclear Area Bin 3	Nuclear Area Bin 4	Nuclear Area Bin 5	minimum distance to neighboring cells Bin 1	minimum distance to neighboring cells Bin 2	minimum distance to neighboring cells Bin 3	minimum distance to neighboring cells Bin 4	minimum distance to neighboring cells Bin 5	maximum distance to neighboring cells Bin 1	maximum distance to neighboring cells Bin 2	maximum distance to neighboring cells Bin 3	maximum distance to neighboring cells Bin 4	maximum distance to neighboring cells Bin 5	mean distance to neighboring cells Bin 1	mean distance to neighboring cells Bin 2	mean distance to neighboring cells Bin 3	mean distance to neighboring cells Bin 4	mean distance to neighboring cells Bin 5	R Bin 1	R Bin 2	R Bin 3	R Bin 4	R Bin 5	G Bin 1	G Bin 2	G Bin 3	G Bin 4	G Bin 5	B Bin 1	B Bin 2	B Bin 3	B Bin 4	B Bin 5	
TCGA-25-1323-01Z-00-DX1.1B82D1C9-2310-4AAB-B531-45C1191E5FF8	58.23720139494378	33.35368971172576	1.9511905560801948	305.3987545198875	41.64464866785115	963.4348001513397	487.4305302018751	214.27340297308155	168.02591402169546	185.40478103656088	381.0467585566093	181.0933147548851	0.8153497483433285	138472	227.10822488235618	29080.26382723	9759.872510446363	1484.6142050539754	3476.2960934481016	2190.6769873842336	19.520419015907656	13.457091615757289	0.9029671911776909	372.1182607720293	15.070110314206602	170.52936353376214	98.79206704207763	38.530691728205134	58.960122909031504	46.804668435789964	0.9576876916292822	0.3288722491086909	3.4403310462078123	11.416802979283673	12.08545025089479	-0.3243081254057865	0.07062971895787215	-1.2472008646316732	-0.22814837249803396	-0.38196264077854036	4.0342760305063345	-0.23395897116640318	22.55086384370749	252.49693537911213	314.3853466953401	0.17791145541374975	0.02801359476713472	0.7387561788930652	-1.2139477080446843	-0.9688537212176187	8.458280956842039	8.428831630316457	8.429681084422377	8.159324180607154	8.468481518068039	8.49648245686473	8.491859743671665	8.494944588806284	8.446610516202721	8.479022758991963	11.623610193476061 - 41.72397942797892	41.72397942797892 - 51.647390092480414	51.647390092480414 - 61.4635751911603	61.4635751911603 - 72.89175918238472	72.89175918238472 - 268.27460789561815	3.8389081289359224 - 21.27452608845099	21.27452608845099 - 28.983070710235264	28.983070710235264 - 36.18264424759403	36.18264424759403 - 44.963826137619954	44.963826137619954 - 83.28859738817827	1.0063623526183403 - 1.3420883615814354	1.3420883615814354 - 1.5733023176369274	1.5733023176369274 - 1.863671416014448	1.863671416014448 - 2.3622540577960933	2.3622540577960933 - 13.427481546645241	80.0 - 118.0	118.0 - 173.0	173.0 - 255.0	255.0 - 417.0	417.0 - 11210.0	13.045474117105796 - 32.79395901420332	32.79395901420332 - 38.227602921013286	38.227602921013286 - 42.74541956444339	42.74541956444339 - 48.54611118113211	48.54611118113211 - 496.7204743135958	197.0219997780207 - 816.1685392274677	816.1685392274677 - 924.341529275706	924.341529275706 - 1018.8646125573209	1018.8646125573209 - 1108.7196084755572	1108.7196084755572 - 1376.5589459214143	110.79693267857897 - 403.3028930157958	403.3028930157958 - 455.1073230919301	455.1073230919301 - 512.5459993781527	512.5459993781527 - 573.8830584494862	573.8830584494862 - 823.03984037253	56.0 - 180.0	180.0 - 220.0	220.0 - 240.0	240.0 - 244.0	244.0 - 255.0	31.0 - 107.0	107.0 - 149.0	149.0 - 194.0	194.0 - 235.0	235.0 - 255.0	46.0 - 139.0	139.0 - 174.0	174.0 - 207.0	207.0 - 237.0	237.0 - 255.0	
TCGA-23-2647-01Z-00-DX1.21E5D0D8-6BA8-4D49-BA70-EC228CF10387	50.750818184418506	26.94105536769682	2.253344397325286	458.9995836802664	44.46393507430333	952.0870200134327	481.0373157758266	133.4533721898418	78.67235636969193	126.94004995836802	409.7568325761773	197.27522595569573	2.196676558510503	359067	291.1676457801949	35645.21732561684	12014.252292534913	3718.561431474188	3141.888879643118	2087.8190161124317	20.242451249198485	14.045469944280816	1.4821189420928749	599.2219955909496	17.06363518656546	188.79941028937787	109.60954471456814	60.98000845747882	56.05255462191815	45.692658229877935	0.6207326290218534	0.7253748245907926	5.244119350959979	4.752588624893955	8.65687805352296	-0.5852562720008186	-0.22982663413660337	0.24258868918305745	1.2643147436822908	0.6963917908811057	0.5111275600875205	0.27090999970317986	47.736076497760436	36.18905340792055	211.19983450474663	0.7414675973568987	0.20803910901332712	-1.0194767091065218	0.93158083763102	-0.090763118755679	8.39816730338043	8.343211149914714	8.335779188468752	7.987318035040901	8.42284056898965	8.456055206368353	8.449846816591123	8.368861599953647	8.250362933206812	8.414439656241065	10.893906868834078 - 32.963395482723854	32.963395482723854 - 43.8008908581456	43.8008908581456 - 53.92723938783981	53.92723938783981 - 67.15165591795422	67.15165591795422 - 147.0653489260455	2.662284638787974 - 13.819954687181877	13.819954687181877 - 21.159518266007943	21.159518266007943 - 29.101710286604394	29.101710286604394 - 38.6809513888547	38.6809513888547 - 106.24812931855479	1.0114796227472738 - 1.3959402806888426	1.3959402806888426 - 1.6856796992719354	1.6856796992719354 - 2.053619322552876	2.053619322552876 - 2.7187543977780355	2.7187543977780355 - 24.183301715557715	80.0 - 130.0	130.0 - 206.0	206.0 - 341.0	341.0 - 623.0	623.0 - 8149.0	10.992056956577505 - 33.71092563822631	33.71092563822631 - 39.11029514349067	39.11029514349067 - 44.457477331027206	44.457477331027206 - 52.69795779623194	52.69795779623194 - 558.8836885347042	118.59126365988308 - 802.0839308196087	802.0839308196087 - 919.6166816349311	919.6166816349311 - 1012.5958268510925	1012.5958268510925 - 1111.3554394687944	1111.3554394687944 - 1362.930692833436	81.15553563719494 - 394.8924330695334	394.8924330695334 - 452.38717100869593	452.38717100869593 - 511.08010170805966	511.08010170805966 - 573.5865426011022	573.5865426011022 - 846.626622322404	11.0 - 74.0	74.0 - 109.0	109.0 - 147.0	147.0 - 197.0	197.0 - 255.0	4.0 - 33.0	33.0 - 51.0	51.0 - 73.0	73.0 - 118.0	118.0 - 255.0	34.0 - 87.0	87.0 - 108.0	108.0 - 130.0	130.0 - 164.0	164.0 - 255.0	
TCGA-23-2649-01Z-00-DX1.C94C3B32-D5F5-4A85-9F35-50B377FF9E75	67.7649193529067	32.490972785619675	2.9029851497813177	1192.656887755102	44.10484055591125	684.6073319708433	344.02281617354873	203.32397959183675	156.09948979591837	182.1326530612245	858.238459489038	412.45653150840025	4.733511383752243	2987885	803.283674672005	45583.994309591995	12826.709107088567	2122.1069082805534	3840.9070750905726	2184.1024317773085	29.295707185337548	20.30902586310826	2.175663435311685	1728.549970350872	28.34225951952323	213.50408499509322	113.2550621698146	46.06633161301813	61.97505203782061	46.73438168818871	0.943754322411016	0.7672070249897259	2.1378967723327458	3.1261388224944255	19.967835374308002	-0.05324245697538809	0.32408388281485795	-1.4950189164307752	-0.037822902045961615	-0.30792718034856104	1.5591670858325601	0.3154049005364632	5.06344861367873	12.525197241020136	494.8339387871058	-1.0125370422865207	0.053474623306979385	2.0202181120410296	-1.0737427804932647	-0.6671386886580901	6.57440884884927	6.470060689247623	6.446991082619789	5.9904029919404636	6.581498703274076	6.613774079766756	6.609595230324201	6.633856944703734	6.579827711083098	6.629478035528203	13.129341864040548 - 43.41490610422314	43.41490610422314 - 57.43745469436119	57.43745469436119 - 71.62953468555995	71.62953468555995 - 89.00246562562911	89.00246562562911 - 200.15761828965688	3.3619158958523943 - 13.070736921063512	13.070736921063512 - 23.858889960704456	23.858889960704456 - 34.9182380384713	34.9182380384713 - 50.075263305416016	50.075263305416016 - 125.2233207216202	1.0107040802487992 - 1.4205230706218563	1.4205230706218563 - 1.7849336276541685	1.7849336276541685 - 2.3979650883998342	2.3979650883998342 - 3.9501506114930693	3.9501506114930693 - 14.575059878632992	80.0 - 176.20000000000005	176.20000000000005 - 363.00000000000045	363.00000000000045 - 805.8000000000001	805.8000000000001 - 1679.6000000000004	1679.6000000000004 - 14520.0	16.378680063843657 - 33.659703188361355	33.659703188361355 - 39.59427560185162	39.59427560185162 - 45.14247163729041	45.14247163729041 - 52.934659042700495	52.934659042700495 - 751.9869206812847	181.58161883812235 - 470.7088392456851	470.7088392456851 - 622.8605021549695	622.8605021549695 - 756.5990615896069	756.5990615896069 - 896.2719664628939	896.2719664628939 - 1157.1129270193098	119.55887119157737 - 233.30505866573804	233.30505866573804 - 311.0532884407754	311.0532884407754 - 370.9681018370631	370.9681018370631 - 442.681062766268	442.681062766268 - 935.9219137434214	20.0 - 171.0	171.0 - 206.0	206.0 - 228.80000000000007	228.80000000000007 - 239.0	239.0 - 255.0	14.0 - 102.0	102.0 - 132.0	132.0 - 169.0	169.0 - 233.0	233.0 - 255.0	20.0 - 142.0	142.0 - 167.0	167.0 - 196.80000000000007	196.80000000000007 - 238.0	238.0 - 255.0	
TCGA-59-A5PD-01Z-00-DX1.0A4D38A2-7B15-4550-B00C-4276485A9613	47.71837634444594	26.302296184790755	2.061868655482164	404.0222483494619	47.91893967586013	956.3142193572064	470.40090964767893	189.69937596092973	172.22872388532153	190.4810527267794	450.9727502508856	193.3019329802223	0.9694609299082004	362522	1778.5034727683549	29341.976122233995	12041.43659652608	3914.7144288797153	5037.187459957853	2930.3424638699585	21.236119001618107	13.903306548451786	0.9846120707711238	602.097998667991	42.17230694150315	171.29499736487926	109.73347983421505	62.56767878769129	70.97314604805013	54.13263769547867	0.9657242586072653	0.7583745444855094	2.77947768909636	5.7669786387280215	8.330805763035745	-0.3662490633587355	0.2493805651479259	-0.7481494906086161	-0.33896077281533593	-0.5440318425849161	3.00635000122512	0.37260423057984227	14.46163771114988	58.59441053128087	105.04269611554757	0.39064625698030486	0.38216551831389456	-0.942830143461538	-1.4820590271411045	-1.091180520464651	9.214362964910345	9.17394163792739	9.21925830429716	8.744557604516562	9.126055195668233	9.294025280187167	9.283308608333689	9.2487921421545	9.216649644450403	9.266912831105978	10.789905550605619 - 29.0793522186666	29.0793522186666 - 40.65379373645863	40.65379373645863 - 51.10407244938164	51.10407244938164 - 64.27143389237929	64.27143389237929 - 238.26562243241108	3.3919763510009773 - 13.061446608631107	13.061446608631107 - 20.430752382956126	20.430752382956126 - 28.21799664847131	28.21799664847131 - 38.19781496618624	38.19781496618624 - 109.14846987533069	1.0034644799088037 - 1.3617099906813974	1.3617099906813974 - 1.6296287582802178	1.6296287582802178 - 1.9716578523988875	1.9716578523988875 - 2.548182808147555	2.548182808147555 - 14.440186117484732	80.0 - 113.0	113.0 - 166.0	166.0 - 269.0	269.0 - 511.0	511.0 - 13139.0	11.910112255341762 - 32.01063936999745	32.01063936999745 - 37.99825371051816	37.99825371051816 - 43.40949397237577	43.40949397237577 - 51.212585573827056	51.212585573827056 - 1140.938312215533	92.67528522740389 - 812.705729560403	812.705729560403 - 921.2391920840132	921.2391920840132 - 1008.15068726751	1008.15068726751 - 1103.1767994011675	1103.1767994011675 - 1377.1228398895785	61.39410872860762 - 378.1604336959105	378.1604336959105 - 436.4047300257726	436.4047300257726 - 496.03814469882803	496.03814469882803 - 563.1596497924809	563.1596497924809 - 1238.9564920132723	28.0 - 118.0	118.0 - 191.0	191.0 - 239.0	239.0 - 243.0	243.0 - 255.0	23.0 - 92.0	92.0 - 146.0	146.0 - 239.0	239.0 - 243.0	243.0 - 254.0	30.0 - 134.0	134.0 - 176.0	176.0 - 239.0	239.0 - 243.0	243.0 - 255.0	
TCGA-3P-A9WA-01Z-00-DX1.A5FDC436-7F0D-4DD2-8644-CEF1BFF9C614	52.87650427192969	29.740213647992604	1.9992403763794526	856.7265500794913	41.426964003446955	801.5170018001985	386.9112208480908	120.31319554848966	60.651828298887125	118.48807631160572	496.57600588985457	232.86050015249032	0.68760280041647	838586	376.65877068194993	46352.85370945477	12592.0671300195	1480.2281854728465	1709.705016556459	1221.527325752129	22.28398541306861	15.259767368885095	0.8292181862552642	915.7434138447297	19.407698747712207	215.2971288927346	112.21438022829115	38.4737337085036	41.348579377730246	34.950355159170115	0.3410084227930936	0.44910956600688523	2.440998862245544	2.211288526872692	7.9975060296231995	-0.8807528938636967	-0.1327289855156021	1.3220466825378951	2.87268862578802	1.6463242540284837	-0.29416128355213145	-0.5565497450900101	12.670799238199573	6.37231323220287	92.01874286467383	0.7697703239598273	0.479542334754147	1.6258259136944897	8.627273381505123	3.2071587393636216	6.352780805923374	6.309892253479491	6.3716255766946865	5.9962603585676035	6.375437419688486	6.402590702237395	6.398908672103702	6.397406436842083	6.2782336904113	6.405032533426885	12.280910253003457 - 32.25458420787544	32.25458420787544 - 46.868984178185855	46.868984178185855 - 58.85049382968221	58.85049382968221 - 70.50760840100116	70.50760840100116 - 124.28261533541679	5.5727584428368235 - 14.989665682846653	14.989665682846653 - 23.584319025069473	23.584319025069473 - 33.28730242185175	33.28730242185175 - 43.857490462780284	43.857490462780284 - 77.57374006012186	1.0405461977054113 - 1.367573043166123	1.367573043166123 - 1.6184998494156666	1.6184998494156666 - 1.9579082409358688	1.9579082409358688 - 2.5119925367062743	2.5119925367062743 - 9.554006047132297	81.0 - 181.0	181.0 - 402.00000000000017	402.00000000000017 - 722.8000000000001	722.8000000000001 - 1311.6000000000004	1311.6000000000004 - 6421.0	8.754816926969522 - 31.001673198809826	31.001673198809826 - 37.4806890681406	37.4806890681406 - 42.49538940659476	42.49538940659476 - 48.92341903663671	48.92341903663671 - 309.7792806647028	167.2817164702542 - 666.0673021612059	666.0673021612059 - 776.5171903655074	776.5171903655074 - 871.6947188419946	871.6947188419946 - 978.0621994404574	978.0621994404574 - 1210.8930505761525	93.79187400436021 - 318.02297395185303	318.02297395185303 - 357.50161462570014	357.50161462570014 - 406.02443857199717	406.02443857199717 - 473.0693489883874	473.0693489883874 - 688.701193245819	47.0 - 91.0	91.0 - 103.0	103.0 - 118.0	118.0 - 144.0	144.0 - 249.0	14.0 - 37.0	37.0 - 45.0	45.0 - 53.0	53.0 - 70.0	70.0 - 248.0	47.0 - 93.0	93.0 - 105.0	105.0 - 117.0	117.0 - 136.0	136.0 - 247.0	
TCGA-23-1120-01Z-00-DX1.59367B12-17F1-41AA-A6FB-8D940365176A	52.270912487232856	30.289810163927605	1.9462417959235632	459.33338504498914	54.65986143780383	866.4986509185302	415.86157977446425	229.36611852311512	220.0429723859758	227.5156686317096	428.0397667760228	226.06484688651426	0.8179861046881467	786702	3674.004856171423	29435.64395677961	12647.987798690485	1555.1531358084483	3254.358897850905	1649.6437420431648	20.68912194308939	15.035452999045765	0.9044258425587731	886.9622314394227	60.61356990123105	171.56819039897695	112.46327311033805	39.43542995592223	57.04698850816671	40.61580655413807	0.9974752635900194	0.8944201207387369	3.115080815701356	7.752597774011149	6.048674230327528	-0.5277643965513699	0.5918245290620037	-3.0362187525398956	-2.511220307181016	-2.625976309929693	3.3518827425365867	1.136438798059979	18.302680903330128	103.17506189700033	48.08164964167379	1.2297783581748147	0.779556342257635	8.102021571770482	4.578311758315404	5.392675870809613	8.695100968786111	8.652624301622133	8.686052761420857	8.009482791098604	8.476932905471322	8.750072239479245	8.735056505810977	8.752447728940172	8.724303222125261	8.751655787096475	10.766502442162926 - 35.364757123401695	35.364757123401695 - 45.31463339810858	45.31463339810858 - 54.89728943211484	54.89728943211484 - 68.02032784697822	68.02032784697822 - 226.42047314675165	3.8907594150247626 - 16.83640904879943	16.83640904879943 - 23.79429892786194	23.79429892786194 - 31.92839476625308	31.92839476625308 - 42.811327770016405	42.811327770016405 - 151.78075071760998	1.0 - 1.3292065255719654	1.3292065255719654 - 1.5541631816392258	1.5541631816392258 - 1.854146657012404	1.854146657012404 - 2.3954643817600587	2.3954643817600587 - 13.343694057956318	80.0 - 105.0	105.0 - 152.0	152.0 - 256.0	256.0 - 545.0	545.0 - 20678.0	11.564373499731472 - 32.6060727901882	32.6060727901882 - 38.286018681361526	38.286018681361526 - 43.989752792810656	43.989752792810656 - 52.95303763816381	52.95303763816381 - 950.6089658578468	69.72739582568197 - 728.4108724083711	728.4108724083711 - 830.2046347519753	830.2046347519753 - 917.4801611772574	917.4801611772574 - 1007.7674446635149	1007.7674446635149 - 1351.5393274270955	62.09857421221154 - 322.6478481803192	322.6478481803192 - 374.999717910193	374.999717910193 - 432.0690328948196	432.0690328948196 - 505.8572046577144	505.8572046577144 - 967.4852092517892	30.0 - 239.0	239.0 - 243.0	243.0 - 255.0	17.0 - 239.0	239.0 - 243.0	243.0 - 250.0	48.0 - 239.0	239.0 - 243.0	243.0 - 252.0	
TCGA-25-2042-01Z-00-DX1.79198B62-0E0B-46C4-8D35-FE20582B8035	50.96260161754479	28.347391563398304	2.0805986363336455	472.0019940179462	43.274229846639074	897.0323106668567	444.87418190115585	146.36989032901297	101.59122632103688	138.7976071784646	450.40847970417246	226.7959625711692	0.9954876714074695	397111	337.3854966827347	37604.05150769979	11726.810619811718	3233.8899907065233	3116.194014762101	2015.087738779669	21.222829210644193	15.059746431171051	0.9977412848065722	630.1674380670585	18.368056420937265	193.9176410430464	108.29039948126389	56.86730159508646	55.822880745820534	44.88972865566988	0.5706740789005907	0.5752310147044881	2.646088066167675	5.34026844451171	6.645352038854838	-0.21680051550182558	0.7110493810293999	0.10208675379242788	0.950401912757337	0.5449166058871446	0.6246496835535567	-0.3229964141178683	11.217782634160242	48.245414335694576	72.42756404592903	0.01321951324066406	1.3641381141472788	-0.9370665419049957	0.3293158299869954	-0.04063941407390059	6.82384344091944	6.76941375295533	6.81852959952561	6.411263748439055	6.849146234757772	6.886241225147157	6.8816879308192185	6.8317453454609325	6.767765956590443	6.859003891146112	12.049947783425273 - 31.55761097079102	31.55761097079102 - 43.92516314196363	43.92516314196363 - 55.42747273639291	55.42747273639291 - 67.6399995072341	67.6399995072341 - 167.64109578071466	5.197844914478251 - 14.203941245212276	14.203941245212276 - 21.50034676077451	21.50034676077451 - 30.910561369207638	30.910561369207638 - 42.1344350973283	42.1344350973283 - 81.80021047265048	1.021602720518427 - 1.384757248032832	1.384757248032832 - 1.632846789427933	1.632846789427933 - 1.9995424469150647	1.9995424469150647 - 2.553214959148267	2.553214959148267 - 10.705056368986032	80.0 - 134.8	134.8 - 203.0	203.0 - 340.0	340.0 - 651.6	651.6 - 8911.0	13.24973695837741 - 33.063147310950534	33.063147310950534 - 38.110093385979205	38.110093385979205 - 43.22073499454391	43.22073499454391 - 49.8762792532091	49.8762792532091 - 295.7756065972638	81.52219701999114 - 729.5990188696329	729.5990188696329 - 847.4735195688144	847.4735195688144 - 954.2070429621737	954.2070429621737 - 1061.4923202214695	1061.4923202214695 - 1347.3644902875267	56.32375331972567 - 354.53249237191164	354.53249237191164 - 400.7862752157211	400.7862752157211 - 458.14646394035634	458.14646394035634 - 530.9530787705862	530.9530787705862 - 936.1797228409946	13.0 - 92.4	92.4 - 125.0	125.0 - 160.20000000000005	160.20000000000005 - 201.0	201.0 - 253.0	12.0 - 54.0	54.0 - 79.0	79.0 - 103.0	103.0 - 143.0	143.0 - 245.0	15.0 - 102.0	102.0 - 123.0	123.0 - 143.0	143.0 - 173.0	173.0 - 249.0	
TCGA-25-1326-01Z-00-DX1.686E3548-8891-42ED-ABBA-BE3DA6D4CAAB	51.55445121536239	29.45720455501858	1.9508941318355357	458.0979381443299	41.532897182496306	954.8980357653144	480.9256942644342	182.2446937537902	119.70285021224984	144.71043056397818	466.9654742300575	222.42164687717778	0.6270704175080368	294734	266.4349187999363	36150.086996174985	12449.736973856343	2951.103285453652	3407.9759761019122	2472.029257260722	21.609383939160725	14.913807256270204	0.7918777794003548	542.8940964865984	16.322834275944125	190.13176219710104	111.57838936754887	54.32405807240151	58.37787231564638	49.7195058026598	0.6281452695918128	0.6225238471562179	2.1551222970508843	3.773813333286992	18.127798339024174	-0.6722866977001233	-0.12690799812580408	-0.4617927301579727	0.4494624675850093	0.30243036997589584	0.38185577562567996	-0.13288848444441026	7.798396070925987	26.012955597297825	590.79864724564	0.8010660195143213	0.17194808630663072	-0.9869401471199728	-0.7398181331642775	-0.7991923859217294	8.013756388770187	7.974011107767763	8.031053779507232	7.641440858037223	8.055327147274227	8.07958373320338	8.072897779437788	8.052785887905749	7.980868256809141	8.04158195449629	10.937472962263863 - 32.741861597742925	32.741861597742925 - 43.869187633837576	43.869187633837576 - 55.117220085919634	55.117220085919634 - 69.12830029764419	69.12830029764419 - 154.0754951001962	5.433525234520048 - 14.937464703193411	14.937464703193411 - 23.11180133671582	23.11180133671582 - 32.161954580515136	32.161954580515136 - 42.72646258650914	42.72646258650914 - 103.46695963879912	1.0133164532278713 - 1.3490316693140965	1.3490316693140965 - 1.595636670676616	1.595636670676616 - 1.8903591138933469	1.8903591138933469 - 2.3986144925878743	2.3986144925878743 - 9.35752928790098	80.0 - 125.0	125.0 - 201.0	201.0 - 342.2000000000003	342.2000000000003 - 683.0	683.0 - 7852.0	15.49401905047513 - 32.75669922129463	32.75669922129463 - 37.894023528000325	37.894023528000325 - 42.603451386498136	42.603451386498136 - 49.38502917101488	49.38502917101488 - 628.3815266834998	69.39685604579562 - 807.4046090127383	807.4046090127383 - 927.2373572106056	927.2373572106056 - 1019.7040378942033	1019.7040378942033 - 1116.7445644298389	1116.7445644298389 - 1379.0852163379302	52.302491395815416 - 390.21019578321363	390.21019578321363 - 449.41316487268676	449.41316487268676 - 510.5062719173439	510.5062719173439 - 577.1390785098274	577.1390785098274 - 871.0038836975149	34.0 - 127.0	127.0 - 171.0	171.0 - 211.0	211.0 - 239.0	239.0 - 255.0	16.0 - 63.0	63.0 - 95.0	95.0 - 129.0	129.0 - 174.0	174.0 - 255.0	35.0 - 96.40000000000009	96.40000000000009 - 126.0	126.0 - 154.0	154.0 - 191.0	191.0 - 255.0	
TCGA-25-1325-01Z-00-DX1.FA0DD977-D2F2-4319-B614-3EB20E966D97	52.45363457322288	30.096360339929085	2.016279783662497	620.2006552006552	55.04979939911061	915.3552329210594	449.9389263880066	204.24176904176903	198.0843570843571	201.83800163800163	724.4128519194462	296.29284582034046	2.0841777055343638	1338488	2196.564763709708	25267.828178143704	12095.004956602908	2727.692193462377	3081.6880006719457	2680.661661798818	26.914918761152638	17.21315908891626	1.4436681424532314	1156.9304214169492	46.86752354999897	158.95857377991192	109.97729291359607	52.22731271530613	55.51295344937023	51.77510658413769	1.5262437647599643	0.934188647456819	6.394174200481156	5.685099452369209	6.163525718421578	-0.08074301117483881	0.6696475304415802	-2.405025660312165	-1.9535413310780922	-2.197312625067203	8.435141024232658	0.5892825056989417	59.98184720129964	46.97918493198962	66.3178234898935	-0.4206959209649339	0.5294487804979355	5.508212139592864	3.2354749020417506	4.597216972787589	8.59300300649764	8.561258379299373	8.568193815343442	7.933960261613553	8.510144314224174	8.701507578158042	8.687767563467826	8.66964268597623	8.66258385059654	8.671019301455575	10.451380692017842 - 28.86440350919116	28.86440350919116 - 43.40093275883428	43.40093275883428 - 56.51537986178203	56.51537986178203 - 72.26620283107091	72.26620283107091 - 393.8840433677892	2.593948266770765 - 14.496926695990338	14.496926695990338 - 21.702732298772887	21.702732298772887 - 31.404376780192404	31.404376780192404 - 44.70070307103932	44.70070307103932 - 113.00456995025222	1.0159074624232487 - 1.2900477497755367	1.2900477497755367 - 1.5075471381971188	1.5075471381971188 - 1.8043884919450603	1.8043884919450603 - 2.3863436932608075	2.3863436932608075 - 23.035201305086005	80.0 - 120.0	120.0 - 201.0	201.0 - 374.0	374.0 - 727.0	727.0 - 18812.0	6.815752859445712 - 33.913602243255745	33.913602243255745 - 41.2194566182378	41.2194566182378 - 48.07788548633677	48.07788548633677 - 60.71295055021101	60.71295055021101 - 1037.9942131458404	348.13112150256444 - 773.9748669564076	773.9748669564076 - 877.47618100821	877.47618100821 - 964.457194304866	964.457194304866 - 1051.6438765698952	1051.6438765698952 - 1352.340145781865	210.02978333493843 - 351.4301098683661	351.4301098683661 - 409.51529271186666	409.51529271186666 - 466.2783715880934	466.2783715880934 - 541.3987097677259	541.3987097677259 - 1126.5284407313745	8.0 - 196.0	196.0 - 213.0	213.0 - 222.0	222.0 - 240.0	240.0 - 255.0	10.0 - 179.0	179.0 - 212.0	212.0 - 219.0	219.0 - 237.0	237.0 - 255.0	10.0 - 186.0	186.0 - 213.0	213.0 - 220.0	220.0 - 238.0	238.0 - 255.0	
